,word,frequency,example,misspelling,correction
19,laboratorti,1,Cselt-Centro Studi e Laboratorti Telecommunicazioni S.p.A.,YES,laboratory
20,laboratorni,1,"Laboratorni pristroje, koncernovy podnik",YES,laboratory
21,laboratoris,3,Abbott Laboratoris Vascular Entities Limited,YES,laboratory
22,laboratorii,2,Obschestvo S Ogranichennoy Otvetsvennostu <Laboratorii Amfora>,YES,laboratory
23,laboratorie,22,Laboratorie Roger Bellon,YES,laboratory
24,laboratoric,1,Laboratoric Farmaceutico C.T. S.r.l.,YES,laboratory
25,laboratoria,18,Naucho Proizvodsvena Laboratoria za Dvigateli s Vatreshno Gorene,YES,laboratory
26,laboratores,7,"Buckman Laboratores International, Inc.",YES,laboratory
27,laboratoirs,1,Laboratoirs Alcon S.A.,YES,laboratory
28,laborayory,1,"Semiconductor Energy Laborayory Co., Ltd.",YES,laboratory
29,laboraton,1,"Laboraton Derivati Organici, S.p.A.",YES,laboratory
30,labaratory,2,"Semiconductor Energy Labaratory Co., Ltd.",YES,laboratory
31,labratory,6,"Touchstone Resarch Labratory, Ltd",YES,laboratory
32,laboatory,1,"Semiconductor Energy Laboatory Co., Ltd.",YES,laboratory
33,laboratorios,379,"Laboratorios Del Dr. Esteve, S.A.",NO,laboratory
34,laboratoriet,2,Stiftelsen Isotoptekniska Laboratoriet,YES,laboratory
35,laboratorien,5,Anawa Laboratorien AG,YES,laboratory
36,laboratorias,2,"Laboratorias Vinas, S.A.",YES,laboratory
37,laboratoreis,3,"Streck Laboratoreis, Inc.",YES,laboratory
38,laboratoires,843,Laboratoires Perouse,YES,laboratory
39,laboratoiore,1,Laboratoiore Francais du Fractionnement et des Biotechnologies,YES,laboratory
40,larboratory,1,"Semiconductor Energy Larboratory Co., Ltd.",YES,laboratory
41,labortatori,1,CSELT - Centro Studi e Labortatori Telecomunicazioni SpA,YES,laboratory
42,laboratrios,1,"Laboratrios Vinas, S.A.",YES,laboratory
43,labortoire,1,Labortoire Francais du Fractionnement et des Biotechnologies,YES,laboratory
44,laboretori,1,Cselt- Centro Studi E Laboretori Telecomunicazioni S.P.A.,YES,laboratory
45,labolatory,1,Ohyo Jiki Labolatory Company Ltd.,YES,laboratory
46,laborati,1,CSELT-Cento Studi E Laborati Telecomunicazioni S.p.A.,YES,laboratory
47,labatory,2,Piedek Technical Labatory,YES,laboratory
48,laroratory,1,"Semiconductor Energy Laroratory Co., Ltd.",YES,laboratory
0,stgar,1,"WUHAN CHINA STGAR OPTOELECTRONICS TECHNOLOGY CO., LTD.",YES,star
1,starz,35,"Starz Entertainment, LLC",YES,star
2,start,116,Start Lab Inc.,NO,star
3,stars,26,Nine Stars Group (U.S.A.) Inc.,NO,star
4,starr,27,Smith & Starr,YES,star
5,stark,983,"The Charles Stark Draper Laboratory, Inc.",NO,star
6,starj,1,STARJ LLC,YES,star
7,starf,4,"USA&starf;USA&starf;USA, LLC",YES,star
8,stara,4,DSO Stara Planina,YES,star
9,stair,19,"Convert-A-Stair, L.L.C.",NO,star
10,staer,2,Societe Technique d'Automatismes et d'Ensembles A Ressorts - S.T.A.E.R.,YES,star
11,staar,192,"Staar Surgical Company, Inc.",YES,star
12,sotar,1,"Sotar, Inc.",YES,star
13,stra,3,STRA-COL Inc.,YES,star
14,str,9,Alcatel STR A.G.,NO,star
15,sta,138,"STA Group, Inc.",NO,star
16,satr,1,Rexroth Satr GmbH,YES,star
17,sar,42,SAR S.p.A.,NO,star
18,symtar,2,SYMTAR VENTURES,YES,star
19,sutars,1,Sutars AB,YES,star
20,stylar,2,"Stylar Industries, Inc.",NO,star
21,stuart,109,"Stuart Petroleum Testers, LLC",NO,star
22,stolar,48,"Stolar, Inc.",YES,star
23,stexar,1,Stexar Corp.,YES,star
24,stelar,1,STELAR s.r.l.,NO,star
25,steart,1,Steart-Warner Corp.,YES,star
26,stearn,1,"R. A. Stearn, Inc.",YES,star
27,staver,14,The Staver Company Inc.,YES,star
28,stauer,1,"Nextten Stauer, LLC",YES,star
29,stator,1,Stator B.V.,NO,star
30,starwe,2,STARWE GLOBAL HOLDING INC.,YES,star
31,starvr,3,STARVR CORPORATION,YES,star
32,starts,20,"Sound Starts, Inc.",NO,star
33,starse,3,"STARSE ENERGY AND TECHNOLOGY (GROUP) CO., LTD",YES,star
34,starry,6,"Starry, Inc.",NO,star
35,starna,6,Starna Scientific Limited,YES,star
36,starks,9,"Starks Associates, Inc.",NO,star
37,starke,2,"Starke Electronics, Inc.",YES,star
38,starka,2,"Starka, Inc.",YES,star
39,starew,3,"J. G. Starew Innovative Solutions, L.L.C",YES,star
40,starco,2,"Starco, LLC",YES,star
41,starck,344,H. C. Starck GmbH & Co. KG.,YES,star
42,starch,1073,National Starch and Chemical Corporation,NO,star
43,stapro,1,Stapro AG,YES,star
44,staker,5,Staker & Parson Companies,YES,star
45,stairs,22,"E Z Stairs, Inc.",NO,star
46,stacor,3,Stacor Corporation,YES,star
47,stabra,3,Stabra AG,YES,star
48,staber,1,"Staber Industries, Inc.",YES,star
49,stabar,2,"Stabar Enterprises, Inc.",YES,star
50,staart,1,Staart Enterprises Ltd.,YES,star
51,sotaro,1,Sotaro Tsuda,YES,star
52,sitara,4,"Sitara Networks, Inc.",YES,star
53,sistar,1,Sistar SA,YES,star
54,sentar,3,"Sentar, Inc.",YES,star
55,sectar,1,SECTAR SOLUTIONS INC.,YES,star
56,stoarge,1,Stoarge Technology Corporation,YES,star
57,stewart,390,Stewart Stamping Corporation,YES,star
58,steward,38,"Steward & Stevenson Services, Inc.",NO,star
59,stearns,61,Stearns Inc.,YES,star
60,staxera,6,STAXERA GmbH,YES,star
61,stavros,2,Stavros Investments LLC,YES,star
62,stature,1,"Stature Electric, Inc.",NO,star
63,statrak,1,Statrak LLC,YES,star
64,statori,1,Sisme Societa Italiana Statori Motori Electric S.p.A.,YES,star
65,starwin,5,"Starwin Industries, Inc.",YES,star
66,starway,9,"Starway International Home-Living Co., Ltd.",YES,star
67,starvox,1,Starvox Communications Inc.,YES,star
68,starvac,1,STARVAC SYSTEMS PTY LTD,YES,star
69,startum,1,Startum Technologies Corporation,YES,star
70,startes,1,Startes Jacquard S.r.l.,YES,star
71,starter,6,"GAS BRAND STARTER, LLC",NO,star
72,startek,3,"SHENZHEN STARTEK ELECTRONIC TECHNOLOGY CO., LTD.",YES,star
73,startec,13,"Startec Ventures, Inc.",YES,star
74,startch,1,National Startch and Chemical Investment Holding Corporation,YES,star
75,startal,2,"Startal, Inc.",YES,star
76,starsys,2,Starsys Research Corporation,YES,star
77,starsvu,1,Starsvu Corporation,YES,star
78,starsky,3,"Starsky Robotics, Inc.",YES,star
79,starsat,2,"Starsat, LLC",YES,star
80,starrag,3,Starrag AG,YES,star
81,staroil,1,Staroil Limited,YES,star
82,starnet,3,Starnet Communications Corporation,YES,star
83,starnes,1,Collins Starnes Associates Limited,YES,star
84,starnav,1,Starnav Corporation,YES,star
85,starmet,11,Starmet Corp.,YES,star
86,starmed,6,Starmed S.r.l.,YES,star
87,starmax,3,"Starmax, Inc.",YES,star
88,starloy,1,"Starloy Industrial Co., Ltd.",YES,star
89,starlon,1,Starlon Pty Ltd,YES,star
90,starlok,1,"Starlok International, Inc.",YES,star
91,starley,1,Johnson & Starley Limited,YES,star
92,starlab,1,Starlab Barcelona S.L.,YES,star
93,starkow,1,Mahmut Starkow,YES,star
94,starkey,481,"Starkey Laboratories, Inc.",YES,star
95,starker,8,Zeuna-Starker GmbH & Co. KG,NO,star
96,starjet,9,"STARJET Technologies Co., LTD",YES,star
97,starium,2,Starium LTD,YES,star
98,starion,21,"Starion Instruments, Inc.",YES,star
99,stargen,5,"StarGen, Inc.",YES,star
100,starfer,1,Starfer Studio Attrezzature Rinnovamento Ferroviario S.R.L.,YES,star
101,starent,21,Starent Networks LLC,YES,star
102,starena,2,Starena International Pty Ltd,YES,star
103,stardog,3,STARDOG UNION,YES,star
104,stardfx,3,"STARDFX Technologies, Inc.",YES,star
105,starcyl,1,Starcyl Canada Inc.,YES,star
106,starcor,1,"StarCor Pharmaceuticals, Inc.",YES,star
107,starcon,3,"Starcon International, Inc.",YES,star
108,starcom,11,"Starcom Mediavest Group, Inc.",YES,star
109,starcke,3,Zundwarenfabrik Starcke GmbH & Co.,YES,star
110,starchk,1,Hermann C. Starchk Berlin,YES,star
111,starcap,2,"StarCap Medical, LLC",YES,star
112,starcan,2,Starcan Corporation,YES,star
113,starbus,1,"Starbus, Ltd.",YES,star
114,starbro,3,"Starbro Communications, Inc.",YES,star
115,starbak,1,"Starbak Communications, Inc.",YES,star
116,stanray,4,Stanray Corporation,YES,star
117,stampro,1,"STAMPRO METAL INDUSTRY CO., LTD.",YES,star
118,staford,1,The Board of Trustees of the Leland Staford Junior University,YES,star
119,staerke,5,Agrana Staerke GmbH,YES,star
120,sotware,1,Business Objects Sotware Ltd.,YES,star
121,sotarem,1,Sotarem S.A.,YES,star
122,softard,10,"Softard Industries Co., Ltd.",YES,star
123,setaram,2,SETARAM INSTRUMENTATION,YES,star
124,sectary,2,The United States of America as represented by the Sectary of the Navy.,NO,star
125,stray,6,Stray Light Optical Technologies Inc.,NO,star
126,strax,4,"Strax, Inc.",YES,star
127,straw,25,"Miracle Straw Corporation, Inc.",NO,star
128,strat,1,"Strat ID GIC, Inc.",YES,star
129,stras,1,Stras Baugh,YES,star
130,strap,76,Safe-Strap Company Inc.,NO,star
131,stran,3,Stran Corporation,YES,star
132,strad,6,STRAD ENERGY SERVICES LTD.,YES,star
133,satra,1,SATRA TECHNOLOGY CENTRE LIMITED,YES,star
134,sator,3,Sator Laser GmbH,YES,star
135,sater,1,Sater S.A.,YES,star
136,syar,1,Richter Gedeon Vegyeszeti Syar R.T.,YES,star
137,styr,1,Styr-Kontroll Teknik i Stockholm Aktiebolag,YES,star
138,stsr,5,S.T.S.R. S.R.L.,YES,star
139,stor,57,"Therma-Stor, LLC",NO,star
140,stir,14,"Stir-Melter, Inc.",NO,star
141,stay,22,"Stay Focused Marketing, LLC",NO,star
142,stax,19,"STAX INNOVATIONS, LLC",YES,star
143,stav,1,"Stav, Praha, vyrobni stavebni druzstvo stredisko Monta",YES,star
144,stat,165,"Stat Medical Devices, Inc.",NO,star
145,stas,11,STAS Societe Technique d'Accessoires Specialises,YES,star
146,stap,1,Stap and a Half Toys,YES,star
147,stan,14,Stan Engineering Corp. S.R.L.,YES,star
148,stam,2,STAM S.p.A.,YES,star
149,stal,182,Asea Stal AB,YES,star
150,stak,7,"STAK Design, Inc.",YES,star
151,stai,7,"Zin Stai Pte. In, LLC",YES,star
152,stag,6,STAG ENERGY SOLUTIONS INC.,NO,star
153,staf,1,Staf Manufacturing International Inc.,YES,star
154,stac,31,"Stac, Inc.",YES,star
155,stab,4,"Stab Cat, Inc.",NO,star
156,spar,53,Spar Aerospace Limited,NO,star
157,soar,14,"SOAR Tools, LLC",NO,star
158,smar,24,Smar Research Corporation,YES,star
159,shar,1,Shar Products Company,YES,star
160,sear,3,Sear Petroleum & Transport Corp.,NO,star
161,saar,42,CASAR DRAHTSEILWERK SAAR GMBH,YES,star
0,memeory,3,TOSHIBA MEMEORY CORPORATION,YES,memory
1,memry,10,Memry Corporation,YES,memory
2,memsor,5,Memsor Corporation,YES,memory
3,memryx,1,MemryX Incorporated,YES,memory
4,memray,8,MemRay Corporation,YES,memory
5,memoir,12,"Memoir Systems, Inc.",NO,memory
6,mory,6,Mory Suntour Inc.,YES,memory
7,memoryweb,2,"MemoryWeb, LLC",YES,memory
8,memo,10,Memo-Clip Incorporated,NO,memory
9,morey,8,The Morey Corporation,YES,memory
0,xxerox,1,Xxerox Corporation,YES,xerox
1,xeerox,1,Xeerox Corporation,YES,xerox
2,xero,13,Xero Limited,NO,xerox
3,xeorx,3,Xeorx Corporation,YES,xerox
4,xerojex,1,Xerojex LLC,YES,xerox
5,xoerox,1,"Fuji Xoerox Co., Ltd.",YES,xerox
6,xeorox,1,Xeorox Corporation,YES,xerox
7,xtero,2,Xtero Datacom Inc.,YES,xerox
8,xexox,2,"Fuji Xexox Co., Ltd.",YES,xerox
9,xeroz,1,Xeroz Corporation,YES,xerox
10,xeros,32,Xeros Limited,NO,xerox
11,xeroc,3,"Fuji Xeroc Co., Ltd.",YES,xerox
12,xerex,10,Xerex AB,YES,xerox
13,xepro,1,"Xepro Tubing Co., Ltd.",YES,xerox
14,xeo,1,XEO Int. Ltd.,YES,xerox
15,xenox,2,Xenox Pharmaceuticals Inc.,YES,xerox
0,clarl,1,"Kimberly-Clarl Worldwide, Inc.",YES,carl
1,carol,44,"Taiwan Carol Electronics Co., Ltd.",NO,carl
2,carli,2,SAN MARCO S.N.C. DI CARLI MAURIZIO & C.,YES,carl
3,carle,42,Carle & Montanari—OPM S.P.A.,NO,carl
4,carla,1,Italprotec s.a.s. Di Cotogni Carla E C.,YES,carl
5,carel,14,CAREL INDUSTRIES S.P.A.,YES,carl
6,crl,1,"CRL Electronics, Inc.",YES,carl
7,calr,1,Calr Zeiss Industrielle Messtechnik GmbH,YES,carl
8,cal,558,"Cal Pak Industries, Inc.",NO,carl
9,coparl,1,"Coparl, S.A.",YES,carl
10,charol,1,"FAJAS CHAROL'S & ANN MICHELL, CORP.",NO,carl
11,catrel,1,Catrel S.A. Societe D'Etudes et D'Applications Industrielle,YES,carl
12,carvel,7,Carvel Corporation,YES,carl
13,cartel,2,NEXT CARTEL BEVERAGES PTY LTD,NO,carl
14,carrel,2,Carrel Innovations Oy,NO,carl
15,carpal,3,"Carpal Aid, LLC",NO,carl
16,carolo,12,Technische Universität Carolo Wilhelmina Zu Braunschweig,YES,carl
17,carole,3,"Carole Broadcasting Technologies, Inc.",YES,carl
18,carold,1,Carold Breton,YES,carl
19,carolb,1,Technische Universitat Braunschweig Carolb-Wilhelmina,YES,carl
20,carmel,122,Carmel Pharma AB,YES,carl
21,carlow,5,Carlow Innovations LLC,YES,carl
22,carlot,1,"CarLot Promotions, Inc.",YES,carl
23,carlos,54,FUNDACIÓN CENTRO NACIONAL DE INVESTIGACIONES CARDIOVASCULARES CARLOS III,YES,carl
24,carlon,4,Carlon Holdings LLC,YES,carl
25,carlit,46,"The Japan Carlit Co., Ltd.",YES,carl
26,carlin,6,Carlin Foods Corporation,YES,carl
27,carley,3,Carley,YES,carl
28,carlew,3,Carlew Chemicals Limited,YES,carl
29,carlen,5,"Carlen Controls, Inc.",YES,carl
30,carlan,1,Carlan Trading Ltd.,YES,carl
31,cargil,1,"Cargil, Incorporated",YES,carl
32,carfel,1,Carfel Inc.,YES,carl
33,cardel,2,"Cardel, Inc.",YES,carl
34,carclo,6,CARCLO TECHNICAL PLASTICS LIMITED,YES,carl
35,caorle,1,Onstruzioni Meccaniche Caorle S.p.A.,UNK,carl
36,charlie,16,"Charlie Holding Intellectual Property, Inc.",NO,carl
37,charley,2,"Taco Charley, Inc.",NO,carl
38,charlet,2,Charlet-Moser,YES,carl
39,charles,1719,"The Charles Stark Draper Laboratory, Inc.",NO,carl
40,carzalo,1,HERNAN CARZALO,YES,carl
41,carylco,1,"Carylco, Inc.",YES,carl
42,cartela,3,Cartela AB,NO,carl
43,carroll,63,"CARROLL HECTOR, LLC",YES,carl
44,carolyn,10,Richard and Carolyn Koberg Living Trust,YES,carl
45,carolos,1,Universidad Carolos III de Madrid,YES,carl
46,carolon,8,Carolon Company,YES,carl
47,carollo,6,"Carollo Engineers, PC",YES,carl
48,carolan,1,Societe Civile Carolan,YES,carl
49,carnell,3,Carnell Therapeutics Corporation,YES,carl
50,carmelo,2,DIMACO S.A.S. DI MARRALE CARMELO & C.,YES,carl
51,carmell,5,Carmell Therapeutics Corporation,YES,carl
52,carmela,1,Hunza di Maria Carmela Marazzita S.A.S.,YES,carl
53,carlyle,10,"Carlyle, Inc.",YES,carl
54,carlton,57,"Carlton Rose Nurseries, Inc.",YES,carl
55,carlson,211,"Carlson's Workshop, Inc.",YES,carl
56,carlsen,1,"Carlsen Melton, Inc.",YES,carl
57,carlock,1,"Carlock, Inc.",YES,carl
58,carling,77,"Carling Technologies, Inc.",YES,carl
59,carlina,1,North Carlina State University,YES,carl
60,carlier,1,"Carlier, Philippe & Melkye (H.K.) Limited",YES,carl
61,carless,1,"Carless, Capel & Leonard Limited",YES,carl
62,cariplo,2,Fondazione Cariplo,YES,carl
63,cargill,717,"Cargill, Inc.",YES,carl
64,carello,15,Carello Industries S.P.A.,YES,carl
65,carelli,5,Cesab Carelli Elevatori S.p.A.,YES,carl
66,carelle,2,Bonar Carelle Limited,YES,carl
67,cardlok,1,Cardlok Pty. Ltd.,YES,carl
68,cardlab,18,Cardlab APS,YES,carl
69,cardell,15,Cardell Corporation,YES,carl
70,carblox,1,Carblox Limited,YES,carl
71,caralon,1,Caralon Global Limited,YES,carl
72,crawl,1,"Crawl-To-Walk, LLC",NO,carl
73,cradl,4,"cradl, ltd.",YES,carl
74,curl,21,Curl Corporation,NO,carl
75,ctrl,10,CTRL-labs Corporation,YES,carl
76,csrl,10,Brusaferri & C.S.R.L.,YES,carl
77,cary,15,Cary Medical Corporation,NO,carl
78,cart,69,19th Hole Cart LLC,NO,carl
79,cars,273,Lotus Cars Limited,NO,carl
80,carr,112,McMaster-Carr Supply Company,NO,carl
81,caro,4,Caro Manufacturing Corporation,NO,carl
82,carn,1,Bartles (Carn Brea) Limited,YES,carl
83,cark,3,Cark Zeiss SMT GmbH,YES,carl
84,carj,1,Carj Develpment Limited,YES,carl
85,cari,46,Cari-All Inc.,YES,carl
86,card,661,"X-Card Holdings, LLC",NO,carl
87,carb,5,"Carb-A-Drink International, Inc.",NO,carl
88,cara,33,"Cara Therapeutics, Inc.",NO,carl
89,call,77,"THE VIDEO CALL CENTER, LLC",NO,carl
90,cail,98,Fives-Cail Babcock,YES,carl
0,engineerings,6,"MIMAKI ENGINEERINGS CO., LTD.",NO,engineering
1,engineereing,2,"rem Engineereing, Inc.",YES,engineering
2,engineerding,1,MAINSTREAM ENGINEERDING CORPORATION,YES,engineering
3,engineeering,11,SIMMONS ENGINEEERING COMPANY,YES,engineering
4,endgineering,1,Rolls-Royce Power Endgineering PLC,YES,engineering
5,enineering,4,Dynetics Enineering Corporation,YES,engineering
6,enigneering,5,"Advanced Semiconductor Enigneering, Inc.",YES,engineering
7,enginering,6,"IHI ROTATING MACHINERY ENGINERING CO., LTD.",YES,engineering
8,engineerng,2,Coppus Engineerng Corporation,YES,engineering
9,engineerin,1,Didier Engineerin GmbH,YES,engineering
10,engineerig,5,"Toyota Motor Engineerig & Manufacturing North America, Inc.",YES,engineering
11,engineeing,2,"Mitsubishi Electric Engineeing Co., Ltd.",YES,engineering
12,engineeringco,1,"Hitachi Device EngineeringCo., Ltd.",YES,engineering
13,enginieering,1,Advanced Semiconductor Enginieering Inc.,YES,engineering
14,engineerging,1,TETEC TISSUE ENGINEERGING TECHNOLOGIES AG,YES,engineering
15,entineering,7,"Beto Entineering & Marketing Co., Ltd.",YES,engineering
16,enginerring,10,"Ritchie Enginerring Company, Inc.",YES,engineering
17,engineereng,1,EXXONMOBiL RESEARCH AND ENGiNEERENG COMPANY,YES,engineering
18,engenering,1,"Hitachi Device Engenering Co., Ltd.",YES,engineering
19,enginneering,2,Mud Enginneering,YES,engineering
20,engingeering,4,BONFIGLIOLI ENGINGEERING S.R.L.,YES,engineering
21,enegineering,2,"KYOWA ENEGINEERING CONSULTANTS CO., LTD.",YES,engineering
22,eengineering,1,Ryoden Semiconductor System Eengineering Corporation,YES,engineering
23,enginrng,1,Chiyoda Chemical Enginrng & Constrct. Co. Ltd.,YES,engineering
24,engineer,38,"Yamato System Engineer Co., Ltd.",NO,engineering
25,engineerai,1,Engineer.ai Global Limited,YES,engineering
26,engineening,1,TETEC Tissue Engineening Technologies AG,YES,engineering
